customerID,churn_prediction,churn_probability,risk_level,estimated_ltv,ltv_segment,retention_priority
0268-QKIWO,No,0.18727003037929535,Low,59.25,Low,Low
0876-WDUUZ,Yes,0.7138747572898865,High,427.0,Low,Medium
5117-ZSMHQ,No,0.006445603910833597,Low,8526.592965001986,High,Monitor
5151-HQRDG,No,0.1150723397731781,Low,2329.141606172919,Medium,Low
0960-HUWBM,No,0.07913825660943985,Low,9067.180979686975,High,Monitor
6465-GSRCL,No,0.15645690262317657,Low,8221.260330164432,High,Monitor
0617-FHSGK,No,0.2902752161026001,Low,3684.8,High,Monitor
0263-FJTQO,No,0.020625226199626923,Low,5182.102117270231,High,Monitor
7319-ZNRTR,No,0.02273198962211609,Low,719.8534360408784,Low,Low
2858-MOFSQ,No,0.1266639530658722,Low,949.45,Medium,Low
7503-EPSZW,No,0.014288580976426601,Low,2108.1526310604067,Medium,Low
7089-XXAYG,No,0.1529107540845871,Low,1339.789203232527,Medium,Low
8118-LSUEL,Yes,0.7232682704925537,High,2447.2000000000003,Medium,High
8070-AAWZP,No,0.21940548717975616,Low,982.4121723845601,Medium,Low
1666-JXLKU,Yes,0.6587929129600525,High,3906.6766143500804,High,Critical
7855-DIWPO,No,0.4631890654563904,Medium,1662.762423938513,Medium,Medium
5133-POWUA,Yes,0.6044014692306519,High,154.51047625541685,Low,Medium
5652-MSDEY,Yes,0.5809286832809448,Medium,947.9679134488106,Medium,Medium
7005-CCBKV,Yes,0.7615920901298523,High,506.40000000000003,Low,Medium
1810-BOHSY,No,0.14708924293518066,Low,5903.047163772583,High,Monitor
1784-BXEFA,No,0.10219385474920273,Low,316.1994977094233,Low,Low
7351-MHQVU,No,0.21980129182338715,Low,544.2067450895905,Low,Low
9224-VTYID,No,0.013584482483565807,Low,6395.994504045695,High,Monitor
9500-IWPXQ,No,0.07469996064901352,Low,5725.02587749362,High,Monitor
5762-TJXGK,No,0.026497386395931244,Low,4427.638685181737,High,Monitor
4504-YOULA,No,0.13499093055725098,Low,2389.2987350702288,Medium,Low
5569-IDSEY,No,0.1923922896385193,Low,8529.069619822503,High,Monitor
4250-FDVOU,No,0.16943304240703583,Low,337.5,Low,Low
7284-ZZLOH,No,0.027388470247387886,Low,3642.664668859541,High,Monitor
5277-ZLOOR,Yes,0.8673640489578247,High,171.1,Low,Medium
2141-RRYGO,No,0.3696122467517853,Medium,274.6,Low,Low
1777-JYQPJ,No,0.46329939365386963,Medium,126.85094840526581,Low,Low
6376-GAHQE,Yes,0.601404070854187,High,311.4,Low,Medium
3401-URHDA,No,0.03909247741103172,Low,3745.6003272369503,High,Monitor
1599-EAHXY,No,0.028125230222940445,Low,1716.3168088339269,Medium,Low
8631-XVRZL,No,0.034286849200725555,Low,414.8594398632645,Low,Low
5052-PNLOS,Yes,0.8445330858230591,High,316.04999999999995,Low,Medium
3853-LYGAM,No,0.3445265293121338,Medium,2002.2262248277666,Medium,Medium
6979-ZNSFF,Yes,0.8390313982963562,High,696.4,Low,Medium
5751-USDBL,No,0.01964801736176014,Low,5631.804254248738,High,Monitor
5680-LQOGP,No,0.021688634529709816,Low,7542.482529992611,High,Monitor
2386-LAHRK,Yes,0.6368590593338013,High,53.5,Low,Medium
8189-DUKMV,No,0.07705310732126236,Low,309.04493559896946,Low,Low
6032-IGALN,Yes,0.6017029881477356,High,25.1,Low,Medium
9931-DCEZH,No,0.06852128356695175,Low,2131.269306087494,Medium,Low
1898-JSNDC,No,0.07882964611053467,Low,2933.1669928550723,Medium,Low
0315-LVCRK,No,0.43766483664512634,Medium,1218.9161311149596,Medium,Medium
3911-RSNHI,No,0.021867360919713974,Low,5800.7762569487095,High,Monitor
2410-CIYFZ,No,0.10482695698738098,Low,150.36918046474455,Low,Low
4248-HCETZ,No,0.3781518042087555,Medium,2389.5,Medium,Medium
5505-OVWQW,No,0.03153452277183533,Low,576.7249523937702,Low,Low
7271-AJDTL,No,0.2868575155735016,Low,5598.887845924497,High,Monitor
1867-TJHTS,No,0.18257121741771698,Low,5019.784901100397,High,Monitor
0516-WJVXC,No,0.23248404264450073,Low,271.0,Low,Low
9174-FKWZE,Yes,0.5031265020370483,Medium,19.45,Low,Low
6860-YRJZP,Yes,0.6985204815864563,High,800.3973500311374,Low,Medium
4429-WYGFR,No,0.08516877889633179,Low,1547.6837271034717,Medium,Low
2817-LVCPP,No,0.02020581252872944,Low,1426.1921736866234,Medium,Low
5038-ETMLM,No,0.02341233193874359,Low,10846.540523403883,High,Monitor
5056-FIMPT,No,0.1267547309398651,Low,5668.767982244492,High,Monitor
4521-WFJAI,No,0.016552384942770004,Low,2065.691174657643,Medium,Low
6569-KTMDU,No,0.14184695482254028,Low,117.4443389773369,Low,Low
8809-RIHDD,No,0.19529655575752258,Low,7444.8,High,Monitor
8809-XKHMD,No,0.00526292622089386,Low,9640.09950644374,High,Monitor
0396-YCHWO,Yes,0.5979069471359253,Medium,3664.5580634593966,High,High
0867-LDTTC,No,0.2485417127609253,Low,714.5825417160988,Low,Low
4822-NGOCH,Yes,0.7447720766067505,High,1097.8500000000001,Medium,High
9391-DXGGG,No,0.11823690682649612,Low,4865.910157077014,High,Monitor
9844-FELAJ,No,0.1327788233757019,Low,8675.877979493142,High,Monitor
2122-SZZZD,No,0.0163873378187418,Low,1088.1653629504144,Medium,Low
5307-DZCVC,No,0.4486716687679291,Medium,2750.4,Medium,Medium
3148-AOIQT,No,0.008942817337810993,Low,2314.9950409781186,Medium,Low
8679-JOEVF,No,0.29670101404190063,Low,950.4,Medium,Low
8395-ETZKQ,No,0.017177851870656013,Low,1555.9803826622665,Medium,Low
6692-YQHXC,No,0.3568674325942993,Medium,1389.1227385401726,Medium,Medium
3889-VWBID,No,0.023556169122457504,Low,7575.360913316905,High,Monitor
5222-JCXZT,No,0.03262944146990776,Low,186.28024367243052,Low,Low
9754-CLVZW,No,0.10545064508914948,Low,1218.6194546297193,Medium,Low
1432-FPAXX,No,0.32263877987861633,Medium,887.4000000000001,Low,Low
2739-CCZMB,No,0.08913574367761612,Low,212.9665256969631,Low,Low
7080-TNUWP,No,0.11746615916490555,Low,7656.088578552008,High,Monitor
0496-AHOOK,No,0.06783411651849747,Low,2617.8377007722856,Medium,Low
8336-TAVKX,No,0.005233290605247021,Low,7521.346760448441,High,Monitor
2468-SJFLM,Yes,0.5229762196540833,Medium,286.95720127820965,Low,Low
3181-VTHOE,No,0.12003087252378464,Low,4112.569087491929,High,Monitor
7168-HDQHG,No,0.020244590938091278,Low,804.0678231239318,Low,Low
4803-AXVYP,Yes,0.6099486351013184,High,3782.9,High,Critical
3884-HCSWG,No,0.4947793483734131,Medium,1190.0,Medium,Medium
4567-AKPIA,No,0.20599797368049622,Low,5512.607452857494,High,Monitor
5077-DXTCG,Yes,0.7175891995429993,High,45.3,Low,Medium
1142-WACZW,No,0.45278361439704895,Medium,59.7,Low,Low
7901-HXJVA,No,0.40106362104415894,Medium,1345.0321170270443,Medium,Medium
5649-ANRML,Yes,0.6675722002983093,High,190.2,Low,Medium
4892-VLANZ,No,0.35481491684913635,Medium,19.8,Low,Low
5924-IFQTT,No,0.2807019352912903,Low,1260.5893946647643,Medium,Low
7968-QUXNS,No,0.013729212805628777,Low,225.838988504,Low,Low
2919-HBCJO,Yes,0.7042365670204163,High,306.6,Low,Medium
4236-XPXAV,Yes,0.8190413117408752,High,495.75,Low,Medium
8903-WMRNW,No,0.39190685749053955,Medium,1897.4908635020256,Medium,Medium
2452-SNHFZ,No,0.15384554862976074,Low,3929.2041201353077,High,Monitor
3629-WEAAM,No,0.19662506878376007,Low,821.7779985457659,Low,Low
6029-CSMJE,No,0.27756109833717346,Low,547.2333469659089,Low,Low
7993-NQLJE,No,0.26680245995521545,Low,1456.8788115441798,Medium,Low
9909-DFRJA,No,0.1699337363243103,Low,3446.842216479778,High,Monitor
9099-FTUHS,No,0.17215821146965027,Low,1521.407559776306,Medium,Low
0581-BXBUB,No,0.47340723872184753,Medium,520.8577402979136,Low,Low
4962-CHQPW,No,0.011816945858299732,Low,811.0352034965531,Low,Low
9467-ROOLM,No,0.008500762283802032,Low,589.5783628709614,Low,Low
3030-YZADT,No,0.20358906686306,Low,404.55,Low,Low
7410-KTVFV,No,0.2217360883951187,Low,891.9,Low,Low
5150-ITWWB,Yes,0.7419877648353577,High,431.38476303219795,Low,Medium
2253-KPMNB,No,0.009740399196743965,Low,4290.438156891614,High,Monitor
1345-ZUKID,No,0.043917249888181686,Low,492.90241457596426,Low,Low
6429-SHBCB,No,0.1521361768245697,Low,1676.4679325580596,Medium,Low
9281-OFDMF,No,0.3343626856803894,Medium,3899.539826452732,High,High
2603-HVKCG,No,0.48357999324798584,Medium,3457.5899321079255,High,High
1834-WULEG,No,0.01731293275952339,Low,724.7929573394358,Low,Low
9097-ZUBYC,No,0.18018899857997894,Low,923.2406612157821,Medium,Low
5148-ORICT,No,0.013995595276355743,Low,6517.826259788871,High,Monitor
4893-GYUJU,No,0.0314750075340271,Low,1192.391503250599,Medium,Low
4578-PHJYZ,No,0.05582756549119949,Low,4353.94225846976,High,Monitor
7272-QDCKA,No,0.22133871912956238,Low,3741.862324118614,High,Monitor
8908-SLFCJ,No,0.019104033708572388,Low,928.6903415322305,Medium,Low
8393-DLHGA,Yes,0.5519940257072449,Medium,2397.5,Medium,Medium
9766-HGEDE,No,0.040296051651239395,Low,551.7932568065822,Low,Low
6968-MHOMU,No,0.2502523362636566,Low,3014.8637384176254,Medium,Low
7395-IGJOS,No,0.2853814661502838,Low,1385.5,Medium,Low
5044-XDPYX,No,0.015451273880898952,Low,1903.0438203848898,Medium,Low
1814-WFGVS,No,0.0057880147360265255,Low,4687.607185905799,High,Monitor
2834-SPCJV,No,0.26775065064430237,Low,4373.2,High,Monitor
3721-WKIIL,No,0.016643228009343147,Low,991.771025544405,Medium,Low
6734-CKRSM,No,0.1297808438539505,Low,164.42629873752594,Low,Low
1265-ZFOSD,No,0.016586223617196083,Low,7122.036960478127,High,Monitor
6568-POCUI,No,0.04123159870505333,Low,6474.594043278695,High,Monitor
7890-VYYWG,Yes,0.7356052398681641,High,109.35000000000001,Low,Medium
5197-LQXXH,No,0.017339155077934265,Low,7878.835561168194,High,Monitor
9907-SWKKF,Yes,0.6612774133682251,High,25.05,Low,Medium
3457-PQBYH,No,0.012653137557208538,Low,1658.435391382128,Medium,Low
7682-AZNDK,No,0.38294655084609985,Medium,3387.5535144388673,High,High
0587-DMGBH,No,0.36666008830070496,Medium,398.8,Low,Low
5384-ZTTWP,No,0.04593364894390106,Low,410.34308250546457,Low,Low
3745-HRPHI,No,0.018750987946987152,Low,4893.906204208732,High,Monitor
7636-OWBPG,No,0.33076897263526917,Medium,470.0515839189291,Low,Low
1231-YNDEK,No,0.008463467471301556,Low,1566.4101903501896,Medium,Low
1407-DIGZV,No,0.003558326978236437,Low,514.0688629131764,Low,Low
6397-JNZZG,No,0.2696402370929718,Low,2388.65,Medium,Low
0570-BFQHT,No,0.41134846210479736,Medium,1009.4452882647514,Medium,Medium
4393-OBCRR,No,0.036004044115543365,Low,295.00101727992296,Low,Low
3523-QRQLL,No,0.15142706036567688,Low,1529.0,Medium,Low
8564-LDKFL,No,0.31879085302352905,Medium,5106.498034954071,High,High
3696-DFHHB,No,0.010652023367583752,Low,2339.4809616990387,Medium,Low
0895-DQHEW,Yes,0.5944754481315613,Medium,5632.2,High,High
4717-GHADL,No,0.032722391188144684,Low,5827.887143874168,High,Monitor
5501-TVMGM,Yes,0.666414737701416,High,165.8335144519806,Low,Medium
5879-HMFFH,No,0.00301163038238883,Low,8446.435822675936,High,Monitor
6772-WFQRD,No,0.02179982326924801,Low,1055.463403263688,Medium,Low
3810-DVDQQ,No,0.023666614666581154,Low,11222.80334676504,High,Monitor
6972-SNKKW,No,0.05381520465016365,Low,233.54217544198036,Low,Low
3694-GLTJM,No,0.08043830841779709,Low,206.6663234375417,Low,Low
8550-XSXUQ,No,0.1546349823474884,Low,4102.0860239446165,High,Monitor
8149-RSOUN,Yes,0.9288733601570129,High,93.85,Low,Medium
9055-MOJJJ,No,0.028961272910237312,Low,4977.932178910077,High,Monitor
4359-INNWN,No,0.03909066691994667,Low,572.0447855390609,Low,Low
0585-EGDDA,No,0.3613184094429016,Medium,3506.567163467407,High,High
4032-RMHCI,No,0.0313219279050827,Low,1862.8944450259207,Medium,Low
0549-CYCQN,No,0.10530919581651688,Low,4914.208656156063,High,Monitor
3481-JHUZH,No,0.45992717146873474,Medium,3550.295066937804,High,High
7250-EQKIY,No,0.4902555048465729,Medium,50.45,Low,Low
3594-IVHJZ,No,0.1271786391735077,Low,147.9951809734106,Low,Low
6869-FGJJC,No,0.05794942006468773,Low,6312.64671395421,High,Monitor
3896-ZVNET,No,0.01328621618449688,Low,1177.72393104583,Medium,Low
8205-VSLRB,No,0.03515646606683731,Low,7200.977724152804,High,Monitor
5960-MVTUK,No,0.40303024649620056,Medium,195.8091010004282,Low,Low
6817-WTYHE,No,0.38322219252586365,Medium,255.95994133353233,Low,Low
3082-VQXNH,No,0.37308090925216675,Medium,201.49313342571259,Low,Low
4013-UBXWQ,No,0.4523172676563263,Medium,522.5500000000001,Low,Low
4931-TRZWN,No,0.28833699226379395,Low,1242.5749204397202,Medium,Low
0750-EKNGL,No,0.10241345316171646,Low,256.9995250813663,Low,Low
7669-LCRSD,No,0.2551645040512085,Low,927.2054305315017,Medium,Low
3567-PQTSO,No,0.21810078620910645,Low,6565.788707017899,High,Monitor
5519-NPHVG,Yes,0.8271046876907349,High,1130.4,Medium,High
8043-PNYSD,No,0.017285695299506187,Low,1692.7395517654718,Medium,Low
9938-EKRGF,No,0.16240321099758148,Low,1691.1602929875255,Medium,Low
2703-AMTUL,No,0.04010620713233948,Low,2549.3796238481996,Medium,Low
0928-JMXNP,Yes,0.5795891284942627,Medium,195.02171034812926,Low,Low
8173-RXAYP,No,0.018493402749300003,Low,936.856319180131,Medium,Low
4825-XJGDM,No,0.036888401955366135,Low,3170.7557220146064,Medium,Low
5402-HTOTQ,No,0.2374427169561386,Low,1137.816506513953,Medium,Low
6734-JDTTV,No,0.012479952536523342,Low,1760.7045506116003,Medium,Low
7850-THJMU,No,0.012472009286284447,Low,976.6182004205882,Medium,Low
3890-RTCMS,No,0.15914349257946014,Low,1040.6821257516742,Medium,Low
8849-GYOKR,No,0.21468177437782288,Low,5753.7,High,Monitor
3148-BLQJT,No,0.4061172306537628,Medium,20.1,Low,Low
3717-FDJFU,No,0.011723279021680355,Low,587.2962146561592,Low,Low
3665-JATSN,No,0.45641061663627625,Medium,883.782991117239,Low,Low
7966-YOTQW,No,0.22094398736953735,Low,799.7513161301613,Low,Low
0461-CVKMU,No,0.30906400084495544,Medium,1927.3999999999999,Medium,Medium
8806-EAGWC,No,0.4452127516269684,Medium,165.45,Low,Low
8853-TZDGH,No,0.01523324940353632,Low,10672.799264797568,High,Monitor
7779-LGOVN,Yes,0.7800252437591553,High,866.5,Low,Medium
4324-BZCKL,No,0.2635536193847656,Low,800.9575786590576,Low,Low
6924-TDGMT,No,0.033367425203323364,Low,464.4215929448605,Low,Low
9710-ZUSHQ,No,0.35460197925567627,Medium,3949.75,High,High
1536-YHDOE,No,0.07231909036636353,Low,1747.0078138589859,Medium,Low
8123-QBNAZ,No,0.3961767256259918,Medium,4140.597193032503,High,High
3629-ZNKXA,Yes,0.5577393770217896,Medium,2000.732788515091,Medium,Medium
4827-LTQRJ,No,0.09774819761514664,Low,8497.068592125177,High,Monitor
7711-YIJWC,No,0.05635698139667511,Low,6140.283507353068,High,Monitor
5482-VXSXJ,No,0.3981078863143921,Medium,2386.978069972992,Medium,Medium
7365-BVCJH,Yes,0.6840602159500122,High,70.6535843849182,Low,Medium
9620-ENEJV,No,0.4745250344276428,Medium,645.7335529267788,Low,Low
4183-WCSEP,No,0.384951114654541,Medium,2431.9500000000003,Medium,Medium
2378-YIZKA,No,0.016775427386164665,Low,7785.778128132224,High,Monitor
5498-TXHLF,No,0.4106084108352661,Medium,2973.3,Medium,Medium
0689-DSXGL,No,0.1149349957704544,Low,4917.23146417737,High,Monitor
6818-DJXAA,Yes,0.6416720747947693,High,1106.862043917179,Medium,High
9722-UJOJR,No,0.340409517288208,Medium,2051.75,Medium,Medium
0464-WJTKO,No,0.0032773225102573633,Low,1928.019019621052,Medium,Low
8902-ZEOVF,No,0.015392215922474861,Low,1179.2466328490525,Medium,Low
6778-EICRF,No,0.06967663764953613,Low,2630.258250045776,Medium,Low
2662-NNTDK,No,0.02325744740664959,Low,1902.678583651781,Medium,Low
4132-KALRO,Yes,0.8135747909545898,High,516.2058939933777,Low,Medium
3902-FOIGH,Yes,0.7745345234870911,High,1216.1999999999998,Medium,High
6772-KSATR,Yes,0.7883684635162354,High,81.7,Low,Medium
7112-OPOTK,No,0.36392849683761597,Medium,2252.25,Medium,Medium
2874-YXVVA,No,0.4381750822067261,Medium,3927.6867931604384,High,High
1245-HARPS,No,0.011660207062959671,Low,769.4911626219749,Low,Low
4210-QFJMF,Yes,0.6813672780990601,High,316.6,Low,Medium
4323-ELYYB,No,0.02374548837542534,Low,494.3010827898979,Low,Low
4293-ETKAP,No,0.042089708149433136,Low,6986.393852150441,High,Monitor
6064-PUPMC,No,0.038934968411922455,Low,1975.2750376820566,Medium,Low
6504-VBLFL,No,0.04140675440430641,Low,4571.1655406057835,High,Monitor
6322-PJJDJ,No,0.08170803636312485,Low,6734.497875666618,High,Monitor
0330-BGYZE,No,0.14906446635723114,Low,7196.650706380606,High,Monitor
1085-LDWAM,No,0.010486586950719357,Low,1645.7891754666346,Medium,Low
7586-ZATGZ,Yes,0.520172655582428,Medium,3640.4240492463114,High,High
7197-VOJMM,No,0.013763424940407276,Low,6274.341703858971,High,Monitor
3318-OSATS,Yes,0.6178537011146545,High,3340.75,High,Critical
5828-AVIPD,No,0.3197439908981323,Medium,1918.05,Medium,Medium
1843-TLSGD,No,0.014409879222512245,Low,764.2392964370549,Low,Low
9626-VFRGG,No,0.3130326271057129,Medium,3993.2796750068665,High,High
7075-BNDVQ,No,0.2139313519001007,Low,305.07441610097885,Low,Low
9143-CANJF,No,0.11167088896036148,Low,1617.5481028430163,Medium,Low
7284-BUYEC,No,0.41176837682724,Medium,434.57240720391275,Low,Low
2041-JIJCI,Yes,0.5478739142417908,Medium,493.61641693115234,Low,Low
1086-LXKFY,Yes,0.8402767777442932,High,69.1,Low,Medium
4900-MSOMT,No,0.004792744293808937,Low,7689.974925783276,High,Monitor
2229-VWQJH,No,0.13811476528644562,Low,1438.1456524282694,Medium,Low
9194-GFVOI,No,0.022844335064291954,Low,5520.853928095847,High,Monitor
1336-EZFZY,No,0.09714554250240326,Low,188.81339123696088,Low,Low
4282-MSACW,No,0.2623370885848999,Low,9007.049118614197,High,Monitor
1403-LKLIK,No,0.011960201896727085,Low,901.6151993025095,Medium,Low
2636-ALXXZ,Yes,0.8771534562110901,High,69.6,Low,Medium
7774-OJSXI,No,0.33212584257125854,Medium,3206.9500000000003,High,High
7786-WBJYI,Yes,0.5566916465759277,Medium,311.8,Low,Low
0136-IFMYD,No,0.30679166316986084,Medium,9415.788159227372,High,High
5144-TVGLP,Yes,0.564598023891449,Medium,3848.0260234177113,High,High
9643-AVVWI,Yes,0.6065816283226013,High,428.84081840515137,Low,Medium
0253-ZTEOB,No,0.03492775931954384,Low,5668.0320952847605,High,Monitor
2706-QZIHY,No,0.016909847036004066,Low,972.5729245126247,Medium,Low
6061-PQHMK,No,0.025855358690023422,Low,730.1257403448224,Low,Low
9885-CSMWE,Yes,0.8564414978027344,High,78.45,Low,Medium
6137-MFAJN,No,0.2194899618625641,Low,2360.2010982513425,Medium,Low
9122-UMROB,No,0.24104851484298706,Low,112.74029089212418,Low,Low
4232-JGKIY,No,0.09182807803153992,Low,123.8214054107666,Low,Low
2402-TAIRZ,No,0.10783366858959198,Low,3818.8649779528378,High,Monitor
9659-ZTWSM,No,0.2190120667219162,Low,8091.168655648828,High,Monitor
9139-TWBAS,No,0.07115893810987473,Low,1777.44053773731,Medium,Low
6685-GBWJZ,No,0.03495791554450989,Low,5280.299754953384,High,Monitor
5016-ETTFF,No,0.2744607925415039,Low,295.0,Low,Low
3866-MDTUB,No,0.42594191431999207,Medium,141.5,Low,Low
2195-VVRJF,No,0.18401764333248138,Low,1353.1473436743022,Medium,Low
3913-RDSJZ,No,0.012939715757966042,Low,2240.4653662972155,Medium,Low
8058-JMEQO,Yes,0.8246731162071228,High,760.0500000000001,Low,Medium
4203-QGNZA,No,0.03547022491693497,Low,684.1903676725924,Low,Low
5043-TRZWM,Yes,0.7163887619972229,High,204.11097418665886,Low,Medium
0697-ZMSWS,Yes,0.8190116286277771,High,342.6,Low,Medium
7657-DYEPJ,No,0.11165347695350647,Low,2665.7000000000003,Medium,Low
9494-BDNNC,No,0.17194640636444092,Low,7236.762089681625,High,Monitor
1640-PLFMP,Yes,0.8047077655792236,High,152.56567680835724,Low,Medium
5366-OBVMR,No,0.16155004501342773,Low,1158.4441964149476,Medium,Low
8276-MQBYC,Yes,0.6370954513549805,High,4987.8,High,Critical
7644-OMVMY,No,0.02593209221959114,Low,464.0459512665868,Low,Low
7593-XFKDI,Yes,0.543707013130188,Medium,46.3,Low,Low
4573-JKNAE,No,0.014596652239561081,Low,689.8213146999478,Low,Low
0337-CNPZE,Yes,0.6368243098258972,High,4358.3,High,Critical
9817-APLHW,No,0.14985957741737366,Low,427.52106338739395,Low,Low
8380-MQINP,No,0.015676012262701988,Low,1596.0626468256116,Medium,Low
0840-DFEZH,Yes,0.7202572226524353,High,653.9217096388339,Low,Medium
1513-XNPPH,Yes,0.6657854914665222,High,1072.8000000000002,Medium,High
8690-ZVLCL,No,0.023164046928286552,Low,8047.077532887459,High,Monitor
6015-VVHHE,Yes,0.8338190913200378,High,415.75,Low,Medium
1125-SNVCK,No,0.12287328392267227,Low,2376.7089009851215,Medium,Low
0384-LPITE,No,0.07731056213378906,Low,3169.0345554351807,Medium,Low
4616-EWBNJ,No,0.061205703765153885,Low,548.0371842518449,Low,Low
6347-DCUIK,Yes,0.577155351638794,Medium,741.5,Low,Low
1335-HQMKX,No,0.12564349174499512,Low,8360.592385339736,High,Monitor
2545-EBUPK,Yes,0.8691069483757019,High,234.10936593413354,Low,Medium
6923-AQONU,No,0.013196604326367378,Low,975.6805832698941,Medium,Low
2172-EJXVF,No,0.17269469797611237,Low,8570.239577811957,High,Monitor
0897-FEGMU,Yes,0.8848010897636414,High,1094.5,Medium,High
7663-RGWBC,Yes,0.5261685848236084,Medium,44.15,Low,Low
1120-BMWUB,No,0.20400910079479218,Low,862.4,Low,Low
9124-LHCJQ,Yes,0.900494396686554,High,85.45,Low,Medium
4536-PLEQY,Yes,0.5269858837127686,Medium,1261.9791035413741,Medium,Medium
7029-IJEJK,No,0.06557969003915787,Low,2875.895228031278,Medium,Low
8871-JLMHM,No,0.03151271492242813,Low,8230.181274735927,High,Monitor
2235-ZGKPT,No,0.3873516321182251,Medium,203.4,Low,Low
3891-PUQOD,Yes,0.6018576622009277,High,59.2,Low,Medium
5447-VYTKW,No,0.07355419546365738,Low,1740.2611695148053,Medium,Low
3623-FQBOX,No,0.10376439243555069,Low,526.2294022254646,Low,Low
0689-NKYLF,Yes,0.6644241213798523,High,1081.6000000000001,Medium,High
8659-HDIYE,No,0.10566512495279312,Low,5178.172590533644,High,Monitor
3658-KIBGF,No,0.4862818419933319,Medium,54.9,Low,Low
3474-BAFSJ,No,0.03957841917872429,Low,4602.8817815333605,High,Monitor
5519-YLDGW,Yes,0.762546718120575,High,2181.9,Medium,High
3865-ZFZIB,No,0.02496691606938839,Low,833.1756023816764,Low,Low
1855-AGAWH,No,0.3511224389076233,Medium,3638.176582765579,High,High
7109-CQYUZ,No,0.015269672498106956,Low,6750.292361509055,High,Monitor
1370-GGAWX,No,0.21785596013069153,Low,5214.566336244345,High,Monitor
4680-KUTAJ,No,0.35354071855545044,Medium,827.2588162899018,Low,Low
5307-UVGNB,No,0.15691615641117096,Low,2827.449099096656,Medium,Low
4946-EDSEW,No,0.042374540120363235,Low,211.75,Low,Low
2883-ILGWO,No,0.37488853931427,Medium,6372.745153355599,High,High
2516-VQRRV,Yes,0.6729178428649902,High,150.9,Low,Medium
7580-UGXNC,No,0.4682159721851349,Medium,109.7,Low,Low
3642-BYHDO,No,0.009562451392412186,Low,1885.9329732149838,Medium,Low
9629-NHXFW,No,0.4232761263847351,Medium,86.53065888881683,Low,Low
2696-RZVZW,No,0.00856500118970871,Low,2299.450721284747,Medium,Low
5766-FTRTS,No,0.003176068654283881,Low,8100.762744051498,High,Monitor
0396-HUJBP,No,0.07100951671600342,Low,146.17709796428682,Low,Low
5178-LMXOP,Yes,0.9489660263061523,High,95.1,Low,Medium
8879-ZKJOF,No,0.10241726040840149,Low,4133.91378107667,High,Monitor
6285-FTQBF,No,0.003770783543586731,Low,2450.4877555310727,Medium,Low
8185-UPYBR,Yes,0.7158227562904358,High,453.0,Low,Medium
4585-HETAI,Yes,0.6271418333053589,High,295.0,Low,Medium
7526-BEZQB,Yes,0.8828909993171692,High,1152.6,Medium,High
1474-JUWSM,No,0.08889491856098175,Low,4715.0350508451465,High,Monitor
3530-CRZSB,No,0.09850160777568817,Low,256.2456507965922,Low,Low
8498-XXGWA,No,0.06498947739601135,Low,3894.14498192966,High,Monitor
9617-INGJY,Yes,0.7596484422683716,High,172.4129198551178,Low,Medium
0621-TSSMU,No,0.029821354895830154,Low,1349.4607676379383,Medium,Low
7234-KMNRQ,No,0.01589129865169525,Low,188.18839195370674,Low,Low
7636-PEPNS,No,0.07644794136285782,Low,3046.5437494307757,Medium,Low
4683-WYDOU,No,0.2182997465133667,Low,8689.862734603881,High,Monitor
9052-DHNKM,No,0.07517208158969879,Low,2283.3779005378483,Medium,Low
6794-HKIAJ,No,0.10242607444524765,Low,6111.859730286897,High,Monitor
5578-NKCXI,No,0.08887843042612076,Low,6841.64578936249,High,Monitor
1642-HMARX,No,0.03340617194771767,Low,8362.879696777463,High,Monitor
3096-WPXBT,No,0.08886203169822693,Low,7243.719120895863,High,Monitor
8434-PNQZX,No,0.04458480700850487,Low,5093.755725364387,High,Monitor
5950-AAAGJ,No,0.3514445126056671,Medium,1845.4393655240535,Medium,Medium
4299-OPXEJ,No,0.04061230644583702,Low,1544.9447058156134,Medium,Low
4951-UKAAQ,Yes,0.8354167938232422,High,355.8,Low,Medium
9618-LFJRU,No,0.0920550748705864,Low,193.20484231337903,Low,Low
6693-DJWTY,No,0.041236985474824905,Low,2585.686683291197,Medium,Low
0744-GKNGE,No,0.0783589631319046,Low,6035.190652000904,High,Monitor
6447-EGDIV,No,0.030342862010002136,Low,893.2218044906855,Low,Low
1167-OYZJF,No,0.015445471741259098,Low,1817.1176389981063,Medium,Low
2108-YKQTY,No,0.29682502150535583,Low,202.8,Low,Low
4806-DXQCE,No,0.14163486659526825,Low,10296.776737874747,High,Monitor
4918-QLLIW,No,0.45548078417778015,Medium,160.2,Low,Low
7056-IMHCC,Yes,0.6462583541870117,High,5400.700000000001,High,Critical
4854-SSLTN,No,0.01814517006278038,Low,1521.0886971503496,Medium,Low
5294-DMSFH,No,0.42612236738204956,Medium,2848.5187368631364,Medium,Medium
4837-PZTIC,No,0.017246365547180176,Low,2957.5570548057553,Medium,Low
1625-JAIIY,No,0.1890687793493271,Low,5644.0,High,Monitor
0603-OLQDC,No,0.17767183482646942,Low,1182.8377340242266,Medium,Low
3272-VUHPV,No,0.2282118946313858,Low,711.1100219935179,Low,Low
4176-FXYBO,No,0.3170536160469055,Medium,6364.600658172369,High,High
1063-DHQJF,No,0.030059214681386948,Low,8503.471040810646,High,Monitor
8663-UPDGF,No,0.1487734615802765,Low,2161.9614665210247,Medium,Low
