customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_prediction,churn_probability,risk_level,actual_churn_encoded,expected_remaining_months,estimated_lifetime_months,estimated_ltv,ltv_segment,retention_priority
8819-ZBYNA,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.1,6393.65,No,No,0.18941015005111694,Low,0,19.454156398773193,77.4541563987732,8450.248463106154,High,Monitor
6174-NRBTZ,Male,0,No,No,46,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),30.75,1489.3,No,No,0.04810168221592903,Low,0,11.422779813408852,57.42277981340885,1765.7504792623222,Medium,Low
9481-IEBZY,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.9,8061.5,No,No,0.0784735307097435,Low,0,5.529158815741539,77.52915881574154,8753.04203029722,High,Monitor
1833-VGRUM,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,74.2,Yes,Yes,0.8710048794746399,High,1,0.0,1.0,74.2,Low,Medium
6137-NICCO,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.05,518.75,No,Yes,0.7821738719940186,High,0,1.3069567680358887,7.306956768035889,687.2192840337754,Low,Medium
9065-ZCPQX,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.85,5763.15,No,No,0.003861261298879981,Low,0,23.90732972882688,95.90732972882688,7562.292949117999,High,Monitor
6402-EJMWF,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.3,238.5,No,No,0.3315635323524475,Medium,0,4.010618805885315,8.010618805885315,442.9872199654579,Low,Low
3620-EHIMZ,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,1031.7,No,No,0.027259187772870064,Low,0,23.34577949345112,75.34577949345112,1457.9408331982793,Medium,Low
3213-VVOLG,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.35,0.0,No,No,0.028998877853155136,Low,0,23.304026931524277,23.304026931524277,590.7570827141404,Low,Low
6870-ECSHE,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,34.8,No,No,0.044813916087150574,Low,0,11.462233006954193,13.462233006954193,275.30266499221324,Low,Low
8747-UDCOI,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1319.95,No,No,0.024157295003533363,Low,0,23.4202249199152,88.4202249199152,1710.9313522003592,Medium,Low
8374-XGEJJ,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,4388.4,Yes,Yes,0.6560408473014832,High,1,0.0,43.0,4343.0,High,Critical
2656-TABEH,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,420.2,Yes,Yes,0.8401433825492859,High,1,0.0,4.0,400.8,Low,Medium
6946-LMSQS,Male,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,89.05,2177.45,Yes,No,0.15362022817134857,Low,1,0.0,25.0,2226.25,Medium,Low
4626-OZDTJ,Female,0,Yes,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),78.65,3950.85,No,No,0.11849243193864822,Low,0,10.578090816736221,61.57809081673622,4843.1168427363045,High,Monitor
9169-BSVIN,Male,0,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.75,827.05,No,No,0.21795126795768738,Low,0,4.692292392253876,16.692292392253876,1247.7488563209772,Medium,Low
2325-ZUSFD,Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.1,3913.3,Yes,No,0.047882579267024994,Low,1,0.0,57.0,3995.7,High,Monitor
8194-PEEBY,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,533.5,No,No,0.022798290476202965,Low,0,11.726420514285564,35.726420514285564,710.9557682342827,Low,Low
6872-HXFNF,Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),58.35,3756.45,No,No,0.0314001627266407,Low,0,11.623198047280312,75.62319804728031,4412.613606058806,High,Monitor
3932-CMDTD,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,105.65,443.9,Yes,No,0.3709949254989624,Medium,1,0.0,4.0,422.6,Low,Low
7714-YXSMB,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.5,2599.95,No,Yes,0.5079731941223145,Medium,0,2.9521608352661133,28.952160835266113,2909.6921639442444,Medium,Medium
8387-UGUSU,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,284.3,No,No,0.07880843430757523,Low,0,5.527149394154549,20.52714939415455,411.56934535279873,Low,Low
1080-BWSYE,Male,1,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.65,1740.8,No,No,0.020108338445425034,Low,0,23.5173998773098,87.5173998773098,2244.8213068529963,Medium,Low
4039-HEUNW,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.5,3436.1,Yes,Yes,0.567548394203186,Medium,1,0.0,36.0,3474.0,High,High
1194-HVAIF,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.0,2462.55,No,No,0.32905590534210205,Medium,0,4.025664567947388,31.025664567947388,2947.438133955002,Medium,Medium
0812-WUPTB,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.85,70.85,Yes,Yes,0.7510926127433777,High,1,0.0,1.0,70.85,Low,Medium
3594-UVONA,Female,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.95,3110.1,Yes,No,0.06660345196723938,Low,1,0.0,35.0,3008.25,Medium,Low
0004-TLHLJ,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,Yes,Yes,0.5970416069030762,Medium,1,0.0,4.0,295.6,Low,Low
1767-TGTKO,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.45,411.75,No,No,0.34442955255508423,Medium,0,3.9334226846694946,11.933422684669495,542.3740610182285,Low,Low
8439-LTUGF,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.0,198.6,No,No,0.1111065223813057,Low,0,5.333360865712166,15.333360865712166,306.6672173142433,Low,Low
8805-JNRAZ,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.2,103.7,No,No,0.37455034255981445,Medium,0,3.7526979446411133,5.752697944641113,283.03273887634276,Low,Low
5089-IFSDP,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.45,6144.55,Yes,No,0.3091432452201843,Medium,1,0.0,58.0,6348.1,High,High
6418-HNFED,Male,0,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.25,4089.45,No,No,0.01738392934203148,Low,0,23.582785695791245,74.58278569579124,6209.016909174621,High,Monitor
0206-OYVOC,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.25,864.2,No,No,0.007674291264265776,Low,0,23.81581700965762,69.81581700965762,1343.9544774359092,Medium,Low
7291-CDTMJ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.65,19.65,No,No,0.3559044301509857,Medium,0,3.8645734190940857,4.864573419094086,95.58886768519878,Low,Low
7128-GGCNO,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.8,3249.4,No,No,0.2628505229949951,Low,0,4.422896862030029,50.42289686203003,3670.786891555786,High,Monitor
0237-YFUTL,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,No,No,0.23517920076847076,Low,0,4.588924795389175,54.588924795389175,5985.675603814423,High,Monitor
7691-KGKGP,Male,0,Yes,Yes,53,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),65.0,3363.8,No,No,0.0851941704750061,Low,0,5.488834977149963,58.48883497714996,3801.7742735147476,High,Monitor
6710-HSJRD,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.1,7132.15,No,No,0.28821882605552673,Low,0,4.27068704366684,65.27068704366684,7447.385391682386,High,Monitor
3675-EQOZA,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.65,93.55,No,No,0.12305349856615067,Low,0,5.261679008603096,10.261679008603096,211.90367152765393,Low,Low
0840-DCNZE,Male,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),86.95,4138.9,No,No,0.06047408655285835,Low,0,11.2743109613657,58.2743109613657,5066.951338090747,High,Monitor
1732-FEKLD,Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),94.75,5121.75,No,No,0.13828565180301666,Low,0,10.3405721783638,64.3405721783638,6096.26921389997,High,Monitor
9862-KJTYK,Male,0,No,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.35,566.1,No,No,0.22182127833366394,Low,0,4.669072329998016,23.669072329998016,600.0109835654497,Low,Low
0479-HMSWA,Female,0,No,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.45,2715.3,No,No,0.039634574204683304,Low,0,23.0487702190876,49.0487702190876,5172.1928196027875,High,Monitor
5854-KSRBJ,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1782.05,No,No,0.009591774083673954,Low,0,23.769797421991825,93.76979742199183,2381.7528545185924,Medium,Low
0365-BZUWY,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.55,1742.5,No,Yes,0.6834418177604675,High,0,1.8993490934371948,18.899349093437195,1938.1282495319842,Medium,High
4817-VYYWS,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,2983.8,Yes,Yes,0.5529221296310425,Medium,1,0.0,30.0,3006.0,Medium,Medium
5701-SVCWR,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.0,24.0,No,No,0.33371010422706604,Medium,0,3.9977393746376038,4.997739374637604,119.94574499130249,Low,Low
3129-AAQOU,Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.6,485.9,No,No,0.014631961472332478,Low,0,23.64883292466402,42.64883292466402,1091.810122871399,Medium,Low
4922-CVPDX,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.5,1905.7,No,No,0.04407351091504097,Low,0,22.942235738039017,48.94223573803902,3597.2543267458677,High,Monitor
1396-QWFBJ,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,1565.7,Yes,No,0.33569949865341187,Medium,1,0.0,21.0,1555.05,Medium,Medium
1357-BIJKI,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,4858.7,No,No,0.3250177502632141,Medium,0,8.09978699684143,58.09978699684143,5708.304072439671,High,High
1099-BTKWT,Female,0,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.4,3723.65,No,No,0.07567524909973145,Low,0,11.091897010803223,79.09189701080322,4302.599197387695,High,Monitor
5299-SJCZT,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,Yes,Yes,0.8794883489608765,High,1,0.0,3.0,304.65,Low,Medium
2018-PZKMU,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.1,970.45,No,No,0.4053364396095276,Medium,0,3.5679813623428345,12.567981362342834,1295.7588784575462,Medium,Medium
7340-KEFQE,Female,0,Yes,Yes,51,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),34.2,1782.0,No,No,0.019068699330091476,Low,0,23.542351216077805,74.5423512160778,2549.348411589861,Medium,Low
4570-QHXHL,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.75,405.7,No,No,0.4597054123878479,Medium,0,3.2417675256729126,12.241767525672913,535.5773292481899,Low,Low
2403-BCASL,Male,1,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,4534.9,Yes,No,0.24261406064033508,Low,1,0.0,41.0,4589.95,High,Monitor
7392-YYPYJ,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.65,2415.95,No,Yes,0.6579359769821167,High,0,2.0523841381073,24.0523841381073,2420.8724635005,Medium,High
2898-LSJGD,Female,0,Yes,Yes,21,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,55.95,1157.05,Yes,No,0.2231118083000183,Low,1,0.0,21.0,1174.95,Medium,Low
2223-GDSHL,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8297.5,No,No,0.03288821130990982,Low,0,23.210682928562164,94.21068292856216,10933.14975385964,High,Monitor
7359-PTSXY,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.75,45.75,Yes,Yes,0.6418426036834717,High,1,0.0,1.0,45.75,Low,Medium
9470-RTWDV,Male,0,Yes,Yes,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,2083.1,No,No,0.15524469316005707,Low,0,10.137063682079315,36.137063682079315,2963.239221930504,Medium,Low
2176-OSJUV,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),65.15,4681.75,No,No,0.0062991539016366005,Low,0,23.84882030636072,94.84882030636072,6179.400642959402,High,Monitor
9348-YVOMK,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.8,176.2,No,No,0.3688402771949768,Medium,0,3.786958336830139,7.786958336830139,348.8557334899902,Low,Low
8104-OSKWT,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.8,1001.2,No,Yes,0.5122885704040527,Medium,0,2.9262685775756836,14.926268577575684,1191.1162324905395,Medium,Medium
4521-YEEHE,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.85,1594.75,No,Yes,0.5488497018814087,Medium,0,2.706901788711548,20.706901788711548,1839.808223927021,Medium,Medium
4090-KPJIP,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,212.4,No,Yes,0.709480881690979,High,0,1.743114709854126,4.743114709854126,355.49644750356674,Low,Medium
3786-WOVKF,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.85,7677.4,No,No,0.08064612001180649,Low,0,11.032246559858322,83.03224655985832,8871.995544920861,High,Monitor
4503-BDXBD,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,815.5,Yes,No,0.3598402738571167,Medium,1,0.0,11.0,824.45,Low,Low
6086-ESGRL,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.15,80.15,Yes,Yes,0.7774407267570496,High,1,0.0,1.0,80.15,Low,Medium
2592-HODOV,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,259.65,No,No,0.017754776403307915,Low,0,11.786942683160305,24.786942683160305,478.3879937849939,Low,Low
3886-CERTZ,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.25,8109.8,Yes,No,0.2974560558795929,Low,1,0.0,72.0,7866.0,High,Monitor
7995-ZHHNZ,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),56.1,2386.85,No,No,0.04137783125042915,Low,0,11.50346602499485,53.50346602499485,3001.544444002211,Medium,Low
3824-RHKVR,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,340.35,No,No,0.10619258135557175,Low,0,5.3628445118665695,22.36284451186657,440.54803688377143,Low,Low
5816-SCGFC,Female,1,No,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.3,419.35,No,No,0.31789132952690125,Medium,0,4.0926520228385925,11.092652022838593,569.0530487716197,Low,Low
5989-AXPUC,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,118.6,7990.05,No,No,0.064208023250103,Low,0,22.459007441997528,90.45900744199753,10728.438282620906,High,Monitor
4979-HPRFL,Male,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.15,1402.25,No,No,0.015184013172984123,Low,0,23.63558368384838,79.63558368384838,1923.1993459649384,Medium,Low
8590-OHDIW,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,749.35,No,No,0.01580984890460968,Low,0,11.810281813144684,49.810281813144684,1011.1487208068371,Medium,Low
8015-IHCGW,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.5,8425.15,No,No,0.017104795202612877,Low,0,23.58948491513729,95.58948491513729,11040.585507698357,High,Monitor
2332-TODQS,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.05,1171.5,No,No,0.03429340943694115,Low,0,11.588479086756706,59.588479086756706,1492.6914011232554,Medium,Low
9278-VZKCD,Female,1,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.1,5647.95,No,No,0.3791922628879547,Medium,0,3.7248464226722717,55.72484642267227,6079.580744713545,High,High
8008-OTEZX,Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,708.8,No,No,0.023552581667900085,Low,0,11.717369019985199,46.7173690199852,917.9963012427091,Medium,Low
2773-OVBPK,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.3,7567.2,No,No,0.30347949266433716,Medium,0,16.716492176055908,83.71649217605591,9317.645579195023,High,High
5999-LCXAO,Female,0,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.9,29.9,No,No,0.4345920979976654,Medium,0,3.3924474120140076,4.392447412014008,131.33417761921882,Low,Low
5206-XZZQI,Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,4348.1,No,No,0.1346476674079895,Low,0,5.192113995552063,58.19211399555206,4690.284388041496,High,Monitor
4803-LBYPN,Male,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,635.9,No,No,0.024922935292124748,Low,0,5.8504623882472515,39.85046238824725,828.8896176755428,Low,Low
5759-RCVCB,Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,108.95,Yes,No,0.48602789640426636,Medium,1,0.0,3.0,105.60000000000001,Low,Low
6372-RFVNS,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,78.8,Yes,Yes,0.8267765641212463,High,1,0.0,1.0,78.8,Low,Medium
2139-FQHLM,Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.95,1682.4,No,No,0.30696460604667664,Medium,0,4.15821236371994,23.15821236371994,2083.081202116609,Medium,Medium
8261-GWDBQ,Female,1,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,6925.9,No,No,0.045552127063274384,Low,0,22.906748950481415,82.90674895048141,9621.328215703368,High,Monitor
1093-YSWCA,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,223.15,No,No,0.009086145088076591,Low,0,23.781932517886162,34.78193251788616,679.9867807246745,Low,Low
8938-UMKPI,Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,5127.95,Yes,Yes,0.6000671982765198,High,1,0.0,47.0,5000.8,High,Critical
0991-BRRFB,Male,0,No,No,18,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.4,874.8,Yes,No,0.24734912812709808,Low,1,0.0,18.0,889.1999999999999,Low,Low
3882-IYOIJ,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.25,6758.45,No,No,0.04155384749174118,Low,0,23.00270766019821,83.00270766019821,9566.062057837844,High,Monitor
8749-TZYEC,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.8,1874.3,No,No,0.004160686861723661,Low,0,23.900143515318632,95.90014351531863,2378.323559179902,Medium,Low
1755-FZQEC,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,791.15,No,No,0.017485162243247032,Low,0,11.790178053081036,50.790178053081036,1010.7245432563126,Medium,Low
3115-JPJDD,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.25,4639.45,No,No,0.035756003111600876,Low,0,11.57092796266079,70.57092796266079,5733.887896966189,High,Monitor
5600-KTXFM,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.95,143.9,No,No,0.4716569781303406,Medium,0,3.1700581312179565,5.1700581312179565,361.6455662786961,Low,Low
3871-IKPYH,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.1,69.1,Yes,Yes,0.8359087705612183,High,1,0.0,1.0,69.1,Low,Medium
6319-IEJWJ,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.2,1776.55,Yes,Yes,0.5167171955108643,Medium,1,0.0,20.0,1804.0,Medium,Medium
9025-AOMKI,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,Yes,Yes,0.8438761234283447,High,1,0.0,6.0,561.3,Low,Medium
6339-TBELP,Male,0,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),86.4,6172.0,No,No,0.024912791326642036,Low,0,23.40209300816059,94.40209300816059,8156.340835905075,High,Monitor
7964-YESJC,Female,0,Yes,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,66.3,1559.45,No,No,0.09917604923248291,Low,0,5.4049437046051025,29.404943704605103,1949.5477676153182,Medium,Low
6173-GOLSU,Male,1,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,6079.0,No,No,0.3994256854057312,Medium,0,3.603445887565613,70.60344588756561,6682.616153258085,High,High
5275-SQEIZ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.85,80.85,Yes,Yes,0.8185333609580994,High,1,0.0,1.0,80.85,Low,Medium
7716-YTYHG,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,82.05,4029.95,Yes,No,0.20076881349086761,Low,1,0.0,48.0,3938.3999999999996,High,Monitor
9938-ZREHM,Female,0,Yes,No,37,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,72.1,2658.4,No,No,0.10791195929050446,Low,0,10.705056488513947,47.70505648851395,3439.5345728218554,High,Monitor
7950-XWOVN,Male,0,No,No,11,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,34.7,383.55,No,No,0.2017696350812912,Low,0,4.789382189512253,15.789382189512253,547.8915619760752,Low,Low
