SeniorCitizen,has_security_service,has_streaming_service,is_month_to_month,is_long_term_customer,tenure,MonthlyCharges,TotalCharges,total_services,average_monthly_revenue,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure_group
0,0,0,1,0,1,20.45,20.45,1,20.45,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0-12
0,0,0,0,1,41,19.3,772.4,1,18.839024390243903,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25-48
1,1,1,0,1,72,98.35,6929.4,5,96.24166666666666,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),49-72
0,1,1,1,0,5,92.5,452.7,4,90.53999999999999,Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0-12
0,1,1,0,1,71,114.6,8100.25,8,114.08802816901408,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),49-72
1,0,0,1,0,1,73.65,73.65,2,73.65,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,0,0,1,0,1,43.85,43.85,1,43.85,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0-12
0,0,0,0,1,62,26.0,1638.7,2,26.43064516129032,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),49-72
0,0,0,0,1,47,21.3,1041.8,1,22.16595744680851,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25-48
1,1,1,1,0,16,94.45,1511.2,4,94.45,Female,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,13-24
0,1,1,0,1,61,101.15,6383.9,5,104.65409836065574,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),49-72
0,0,0,0,0,23,19.3,486.2,1,21.139130434782608,Male,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),13-24
0,1,1,1,0,12,89.4,1095.65,4,91.30416666666667,Female,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,0-12
0,1,1,0,1,27,80.85,2204.35,6,81.64259259259259,Male,Yes,No,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,25-48
0,0,0,0,1,38,20.25,814.75,1,21.44078947368421,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25-48
0,0,0,0,1,29,20.0,599.3,1,20.66551724137931,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25-48
0,0,0,0,1,64,25.55,1714.95,2,26.79609375,Female,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,49-72
0,0,0,0,1,51,20.65,1020.75,1,20.014705882352942,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),49-72
0,1,0,0,1,51,59.9,3043.6,4,59.67843137254902,Male,No,No,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),49-72
0,0,0,1,1,27,49.0,1291.35,2,47.827777777777776,Male,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25-48
0,1,1,1,0,5,63.95,318.1,4,63.620000000000005,Male,No,No,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),0-12
0,1,1,0,1,72,95.1,6843.15,5,95.04374999999999,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,49-72
0,1,1,0,1,51,78.65,3950.85,6,77.46764705882353,Female,Yes,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),49-72
0,0,1,1,0,14,89.8,1129.1,3,80.64999999999999,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,13-24
0,1,0,1,0,22,55.1,1253.15,3,56.96136363636364,Male,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,13-24
0,1,1,0,1,41,102.6,4213.35,6,102.76463414634148,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,25-48
0,0,0,0,1,42,20.75,844.45,1,20.10595238095238,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25-48
0,0,0,1,0,4,70.15,268.35,1,67.0875,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,1,0,0,1,72,90.35,6563.4,5,91.15833333333333,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),49-72
0,0,0,1,0,4,20.05,85.5,1,21.375,Female,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),0-12
1,1,1,1,0,20,60.0,1259.35,3,62.967499999999994,Female,Yes,No,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,13-24
0,1,1,0,0,22,65.25,1441.8,4,65.53636363636363,Female,No,No,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),13-24
0,1,1,0,1,37,104.5,3778.0,6,102.10810810810811,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),25-48
0,1,0,1,0,1,49.55,49.55,2,49.55,Female,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0-12
1,1,1,1,0,20,98.55,1842.8,5,92.14,Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,13-24
0,1,0,1,1,25,74.6,1797.75,2,71.91,Female,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,25-48
0,1,0,1,0,4,78.45,330.05,3,82.5125,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0-12
0,0,0,0,1,72,25.55,1867.7,2,25.94027777777778,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),49-72
0,0,0,1,1,32,19.4,641.15,1,20.0359375,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25-48
0,0,0,0,1,59,19.5,1222.65,1,20.722881355932206,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),49-72
0,0,0,1,1,35,19.25,617.65,1,17.647142857142857,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25-48
0,1,0,0,1,53,62.85,3419.5,4,64.51886792452831,Male,No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),49-72
0,1,0,0,1,71,79.05,5552.5,3,78.20422535211267,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),49-72
0,1,1,1,0,11,97.85,1105.4,5,100.4909090909091,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0-12
0,0,0,0,1,52,19.85,1070.5,1,20.58653846153846,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,49-72
0,1,0,0,1,43,35.2,1463.7,2,34.03953488372093,Male,No,No,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),25-48
0,0,0,0,0,23,25.6,514.75,2,22.380434782608695,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),13-24
0,1,1,1,0,11,50.55,565.35,3,51.39545454545455,Female,Yes,Yes,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0-12
0,1,1,1,1,28,105.7,2979.5,6,106.41071428571429,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,25-48
0,1,1,0,1,63,99.65,6311.2,5,100.17777777777778,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),49-72
1,1,1,1,0,13,59.9,788.35,3,60.642307692307696,Male,No,No,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,13-24
0,1,1,1,0,17,94.4,1617.5,5,95.1470588235294,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,13-24
0,1,1,1,0,3,86.05,244.85,3,81.61666666666666,Male,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0-12
0,0,0,1,0,4,45.65,191.05,1,47.7625,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0-12
0,1,1,1,1,47,87.2,4017.45,4,85.47765957446808,Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,25-48
0,1,0,0,1,69,59.1,4134.7,4,59.9231884057971,Female,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),49-72
0,1,0,1,0,3,79.1,246.5,3,82.16666666666667,Female,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,0,0,0,0,11,25.0,300.7,2,27.336363636363636,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0-12
1,1,1,1,0,8,94.45,742.95,4,92.86875,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0-12
0,0,0,1,0,4,19.0,78.9,1,19.725,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
0,1,1,0,1,53,53.6,2879.2,5,54.32452830188679,Female,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,49-72
0,0,0,1,0,20,20.0,417.65,1,20.8825,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,13-24
1,1,1,1,0,5,45.4,214.75,3,42.95,Male,No,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),0-12
0,0,0,1,0,4,70.05,266.9,1,66.725,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0-12
0,1,1,0,1,62,65.1,3846.75,4,62.04435483870968,Female,No,No,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,49-72
1,1,1,0,1,44,89.15,3990.75,4,90.69886363636364,Female,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),25-48
0,0,0,1,0,3,19.8,58.15,1,19.383333333333333,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0-12
0,1,1,0,1,72,84.2,5986.55,7,83.14652777777778,Female,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),49-72
0,0,0,0,0,12,19.7,258.35,1,21.52916666666667,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0-12
0,1,1,1,0,2,97.1,184.15,4,92.075,Male,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0-12
0,0,0,0,1,48,19.25,855.1,1,17.814583333333335,Male,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25-48
0,0,1,1,0,4,56.4,234.85,2,58.7125,Male,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0-12
0,0,1,1,1,34,85.35,2896.6,3,85.19411764705882,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,25-48
0,1,1,0,1,62,74.3,4698.05,5,75.775,Male,No,No,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),49-72
0,0,1,1,0,1,80.85,80.85,2,80.85,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0-12
0,1,1,0,1,53,77.4,4155.95,6,78.41415094339622,Male,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),49-72
1,0,1,1,0,22,89.75,1938.9,3,88.13181818181819,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),13-24
0,1,1,0,1,72,73.0,5265.2,6,73.12777777777778,Female,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),49-72
0,1,1,1,0,3,95.4,293.15,4,97.71666666666665,Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,0-12
0,0,0,0,0,1,19.85,19.85,1,19.85,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0-12
0,1,1,0,1,67,104.0,7039.05,6,105.06044776119403,Female,No,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,49-72
0,1,1,1,0,4,64.4,253.0,4,63.25,Female,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,0-12
0,0,0,0,1,26,20.05,505.9,1,19.457692307692305,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25-48
0,0,1,1,0,2,86.0,165.45,3,82.725,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0-12
0,0,0,1,0,2,19.95,38.15,1,19.075,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
1,1,1,0,1,27,104.65,2964.0,6,109.77777777777777,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),25-48
0,1,1,0,1,64,54.6,3423.5,4,53.4921875,Female,Yes,Yes,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,49-72
0,1,1,1,0,18,39.05,669.85,2,37.21388888888889,Female,Yes,No,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,13-24
0,1,1,0,1,67,79.7,5293.4,6,79.00597014925373,Male,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,49-72
0,1,1,0,1,50,75.5,4025.6,5,80.512,Male,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,49-72
0,1,1,0,1,39,104.7,4134.85,6,106.02179487179488,Female,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),25-48
0,0,1,1,0,4,88.45,370.65,3,92.6625,Male,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0-12
1,1,1,1,0,11,104.05,1133.65,6,103.05909090909091,Female,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0-12
1,0,1,1,0,2,81.5,162.55,2,81.275,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,0-12
0,0,0,0,0,16,19.3,360.35,1,22.521875,Female,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),13-24
0,1,0,1,1,38,84.25,3264.5,4,85.90789473684211,Female,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),25-48
0,1,1,0,1,72,94.45,6921.7,5,96.13472222222222,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),49-72
0,1,1,1,0,19,39.7,710.05,2,37.37105263157895,Female,No,No,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,13-24
0,0,0,1,0,1,20.05,20.05,1,20.05,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
0,1,1,0,1,42,73.15,3088.25,5,73.5297619047619,Male,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,25-48
0,1,1,0,0,8,44.55,343.45,3,42.93125,Male,No,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,0-12
0,0,0,0,1,56,19.8,1119.9,1,19.998214285714287,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),49-72
0,1,1,0,1,62,71.4,4487.3,5,72.3758064516129,Male,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),49-72
0,1,0,1,0,2,53.45,119.5,3,59.75,Male,No,No,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,0-12
0,0,0,1,1,35,75.2,2576.2,2,73.60571428571428,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25-48
0,0,0,0,1,30,19.8,576.65,1,19.221666666666668,Male,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25-48
0,1,1,0,1,59,90.3,5194.05,8,88.03474576271186,Female,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),49-72
0,1,1,0,1,65,108.05,7118.9,7,109.52153846153846,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),49-72
0,1,1,0,1,62,100.15,6413.65,5,103.44596774193548,Female,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49-72
0,1,0,1,1,40,61.9,2647.1,4,66.1775,Male,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,25-48
0,1,1,1,1,24,99.65,2404.85,5,100.20208333333333,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),13-24
0,0,1,1,0,15,88.15,1390.6,3,92.70666666666666,Female,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,13-24
0,1,0,1,1,35,61.0,2130.45,4,60.87,Male,Yes,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,25-48
0,1,1,0,1,51,85.5,4421.95,7,86.70490196078431,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),49-72
0,1,0,1,0,21,36.0,780.15,2,37.15,Male,No,No,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,13-24
0,1,1,0,1,66,90.05,5965.95,8,90.39318181818182,Female,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),49-72
0,1,1,0,1,71,82.0,5999.85,6,84.5049295774648,Female,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),49-72
0,1,1,1,1,57,100.6,5611.7,5,98.45087719298245,Female,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49-72
1,1,0,1,0,2,49.25,91.1,2,45.55,Male,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
1,1,0,1,0,6,80.8,457.1,3,76.18333333333334,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,0,0,0,1,46,19.4,967.85,1,21.04021739130435,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25-48
0,1,0,1,1,25,75.5,1901.05,2,76.042,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,25-48
0,0,0,1,0,2,20.05,33.7,1,16.85,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
0,1,1,1,1,25,89.1,2368.4,4,94.736,Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,25-48
0,1,0,1,1,37,28.6,973.55,1,26.31216216216216,Female,No,No,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),25-48
0,1,1,1,1,33,104.4,3409.6,6,103.32121212121211,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,25-48
0,0,0,0,0,16,19.75,284.35,1,17.771875,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,13-24
0,1,1,1,0,9,95.9,827.45,4,91.9388888888889,Male,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0-12
0,0,0,1,0,1,45.3,45.3,1,45.3,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0-12
0,0,0,1,0,4,20.4,94.5,1,23.625,Female,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0-12
0,1,1,1,1,35,91.5,3236.35,4,92.46714285714286,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),25-48
0,0,0,0,1,37,19.8,695.05,1,18.785135135135135,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25-48
1,1,1,0,1,56,110.5,6139.5,7,109.63392857142857,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,49-72
0,0,0,1,1,27,19.4,460.25,1,17.046296296296298,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25-48
0,0,0,0,1,38,20.4,743.5,1,19.56578947368421,Male,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25-48
0,0,1,1,0,16,35.5,552.7,1,34.54375,Female,Yes,Yes,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),13-24
0,1,1,1,1,65,105.5,6985.65,6,107.47153846153846,Female,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49-72
0,1,1,0,0,14,59.1,772.85,3,55.20357142857143,Female,No,No,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),13-24
1,0,1,1,0,5,89.5,477.7,3,95.53999999999999,Male,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0-12
0,1,1,0,1,72,106.3,7565.35,6,105.07430555555555,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),49-72
0,0,0,1,0,4,50.7,214.55,2,53.6375,Female,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0-12
1,1,0,0,0,20,54.0,1055.9,3,52.795,Male,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,13-24
0,0,0,0,1,57,20.1,1087.7,1,19.082456140350878,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),49-72
0,1,0,0,1,65,94.55,6078.75,6,93.51923076923077,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),49-72
0,0,1,1,0,4,85.65,321.65,3,80.4125,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0-12
0,0,0,0,1,32,19.75,624.15,1,19.5046875,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25-48
0,0,0,0,1,45,19.2,903.7,1,20.082222222222224,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25-48
0,0,1,1,0,22,83.05,1799.3,3,81.78636363636363,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,13-24
0,1,1,1,1,34,88.85,3000.25,4,88.24264705882354,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,25-48
0,1,1,0,1,47,86.95,4138.9,7,88.06170212765957,Male,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),25-48
0,0,0,0,0,18,20.05,388.6,1,21.58888888888889,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),13-24
0,0,1,1,0,1,79.6,79.6,2,79.6,Female,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0-12
1,0,0,1,0,6,44.7,276.5,1,46.083333333333336,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0-12
